PWM;Distancia;Onda;Voltaje
105;7.5;520;3.86
110;7.5;520;4.11
115;7.5;520;4.42
120;7.5;520;4.61
125;7.5;520;4.5
130;7.5;520;4.12
135;7.5;520;4.38
140;7.5;520;4.63
145;7.5;520;4.6
150;7.5;520;4.11
155;7.5;520;4.36
160;7.5;520;4.65
165;7.5;520;4.63
170;7.5;520;4.57
175;7.5;520;4.34
180;7.5;520;4.66
185;7.5;520;4.65
190;7.5;520;4.63
195;7.5;520;4.32
200;7.5;520;4.64
205;7.5;520;4.66
210;7.5;520;4.65
215;7.5;520;4.61
220;7.5;520;4.58
225;7.5;520;4.67
230;7.5;520;4.67
235;7.5;520;4.66
240;7.5;520;4.54
245;7.5;520;4.67
250;7.5;520;4.67
255;7.5;520;4.67
5;7.5;520;2.2
10;7.5;520;2.88
15;7.5;520;3.5
20;7.5;520;2.56
25;7.5;520;3.07
30;7.5;520;3.61
35;7.5;520;4.34
40;7.5;520;3.2
45;7.5;520;3.57
50;7.5;520;3.99
55;7.5;520;4.48
60;7.5;520;3.5
65;7.5;520;3.82
70;7.5;520;4.19
75;7.5;520;4.53
80;7.5;520;3.7
85;7.5;520;3.98
90;7.5;520;4.34
95;7.5;520;4.57
100;7.5;520;3.82
105;7.5;520;4.08
110;7.5;520;4.39
115;7.5;520;4.6
120;7.5;520;4.49
125;7.5;520;4.09
130;7.5;520;4.36
135;7.5;520;4.63
140;7.5;520;4.59
145;7.5;520;4.09
150;7.5;520;4.35
155;7.5;520;4.65
160;7.5;520;4.63
165;7.5;520;4.55
170;7.5;520;4.33
175;7.5;520;4.66
180;7.5;520;4.65
185;7.5;520;4.62
190;7.5;520;4.31
195;7.5;520;4.62
200;7.5;520;4.66
205;7.5;520;4.65
210;7.5;520;4.61
215;7.5;520;4.56
220;7.5;520;4.67
225;7.5;520;4.66
230;7.5;520;4.65
235;7.5;520;4.52
240;7.5;520;4.67
245;7.5;520;4.67
250;7.5;520;4.67
255;7.5;520;4.67
5;7.5;520;2.09
10;7.5;520;2.45
15;7.5;520;2.51
20;7.5;520;2.64
25;7.5;520;3.16
30;7.5;520;3.68
35;7.5;520;4.37
40;7.5;520;3.2
45;7.5;520;3.54
50;7.5;520;3.91
55;7.5;520;4.42
60;7.5;520;3.42
65;7.5;520;3.7
70;7.5;520;4.02
75;7.5;520;4.42
80;7.5;520;4.47
85;7.5;520;3.79
90;7.5;520;4.06
95;7.5;520;4.41
100;7.5;520;4.57
105;7.5;520;4.18
110;7.5;520;4.04
115;7.5;520;4.31
120;7.5;520;4.62
125;7.5;520;4.58
130;7.5;520;4.29
135;7.5;520;4.19
140;7.5;520;4.46
145;7.5;520;4.64
150;7.5;520;4.6
155;7.5;520;4.37
160;7.5;520;4.33
165;7.5;520;4.65
170;7.5;520;4.64
175;7.5;520;4.62
180;7.5;520;4.42
185;7.5;520;4.46
190;7.5;520;4.66
195;7.5;520;4.65
200;7.5;520;4.63
205;7.5;520;4.51
210;7.5;520;4.62
215;7.5;520;4.67
220;7.5;520;4.66
225;7.5;520;4.65
230;7.5;520;4.56
235;7.5;520;4.67
240;7.5;520;4.67
245;7.5;520;4.67
250;7.5;520;4.67
255;7.5;520;4.66
5;7.5;520;2.2
10;7.5;520;2.66
15;7.5;520;2.83
20;7.5;520;2.79
25;7.5;520;3.35
30;7.5;520;3.97
35;7.5;520;3
40;7.5;520;3.34
45;7.5;520;3.71
50;7.5;520;4.13
55;7.5;520;4.39
60;7.5;520;3.54
65;7.5;520;3.85
70;7.5;520;4.19
75;7.5;520;4.55
80;7.5;520;3.65
85;7.5;520;3.91
90;7.5;520;4.21
95;7.5;520;4.6
100;7.5;520;4.48
105;7.5;520;3.93
110;7.5;520;4.17
115;7.5;520;4.47
120;7.5;520;4.61
125;7.5;520;4.52
130;7.5;520;4.08
135;7.5;520;4.32
140;7.5;520;4.64
145;7.5;520;4.62
150;7.5;520;4.55
155;7.5;520;4.21
160;7.5;520;4.47
165;7.5;520;4.65
170;7.5;520;4.63
175;7.5;520;4.57
180;7.5;520;4.33
185;7.5;520;4.64
190;7.5;520;4.65
195;7.5;520;4.64
200;7.5;520;4.6
205;7.5;520;4.45
210;7.5;520;4.66
215;7.5;520;4.66
220;7.5;520;4.66
225;7.5;520;4.63
230;7.5;520;4.6
235;7.5;520;4.67
240;7.5;520;4.67
245;7.5;520;4.67
250;7.5;520;4.66
255;7.5;520;4.68
5;7.5;520;1.55
10;7.5;520;2.16
15;7.5;520;2.31
20;7.5;520;2.92
25;7.5;520;3.51
30;7.5;520;4.29
35;7.5;520;3.09
40;7.5;520;3.45
45;7.5;520;3.84
50;7.5;520;4.35
55;7.5;520;3.36
60;7.5;520;3.65
65;7.5;520;3.96
70;7.5;520;4.36
75;7.5;520;4.46
80;7.5;520;3.74
85;7.5;520;4.02
90;7.5;520;4.36
95;7.5;520;4.57
100;7.5;520;3.8
105;7.5;520;4.03
110;7.5;520;4.3
115;7.5;520;4.62
120;7.5;520;4.58
125;7.5;520;4.01
130;7.5;520;4.18
135;7.5;520;4.46
140;7.5;520;4.63
145;7.5;520;4.6
150;7.5;520;4.18
155;7.5;520;4.32
160;7.5;520;4.65
165;7.5;520;4.64
170;7.5;520;4.61
175;7.5;520;4.25
180;7.5;520;4.46
185;7.5;520;4.66
190;7.5;520;4.65
195;7.5;520;4.63
200;7.5;520;4.41
205;7.5;520;4.61
210;7.5;520;4.66
215;7.5;520;4.66
220;7.5;520;4.65
225;7.5;520;4.5
230;7.5;520;4.67
235;7.5;520;4.67
240;7.5;520;4.67
245;7.5;520;4.66
250;7.5;520;4.63
255;7.5;520;4.68
5;10;520;1.23
10;10;520;1.87
15;10;520;2.08
20;10;520;3.01
25;10;520;2.17
30;10;520;2.66
35;10;520;3.24
40;10;520;4.13
45;10;520;2.84
50;10;520;3.27
55;10;520;3.8
60;10;520;4.26
65;10;520;3.19
70;10;520;3.57
75;10;520;4.07
80;10;520;4.33
85;10;520;3.42
90;10;520;3.79
95;10;520;4.31
100;10;520;4.37
105;10;520;3.56
110;10;520;3.89
115;10;520;4.34
120;10;520;4.45
125;10;520;4.08
130;10;520;3.92
135;10;520;4.32
140;10;520;4.5
145;10;520;4.41
150;10;520;3.92
155;10;520;4.3
160;10;520;4.52
165;10;520;4.49
170;10;520;4.13
175;10;520;4.26
180;10;520;4.54
185;10;520;4.52
190;10;520;4.46
195;10;520;4.24
200;10;520;4.55
205;10;520;4.54
210;10;520;4.52
215;10;520;4.21
220;10;520;4.56
225;10;520;4.55
230;10;520;4.55
235;10;520;4.52
240;10;520;4.56
245;10;520;4.56
250;10;520;4.56
255;10;520;4.56
5;10;520;1.6
10;10;520;1.88
15;10;520;1.99
20;10;520;2.16
25;10;520;2.75
30;10;520;3.5
35;10;520;2.49
40;10;520;2.9
45;10;520;3.38
50;10;520;4.04
55;10;520;2.92
60;10;520;3.27
65;10;520;3.71
70;10;520;4.4
75;10;520;3.29
80;10;520;3.52
85;10;520;3.94
90;10;520;4.43
95;10;520;3.86
100;10;520;3.71
105;10;520;4.09
110;10;520;4.47
115;10;520;4.32
120;10;520;3.75
125;10;520;4.1
130;10;520;4.5
135;10;520;4.44
140;10;520;3.77
145;10;520;4.09
150;10;520;4.52
155;10;520;4.5
160;10;520;4.37
165;10;520;4.09
170;10;520;4.54
175;10;520;4.52
180;10;520;4.48
185;10;520;4.09
190;10;520;4.53
195;10;520;4.54
200;10;520;4.52
205;10;520;4.42
210;10;520;4.47
215;10;520;4.55
220;10;520;4.55
225;10;520;4.52
230;10;520;4.43
235;10;520;4.56
240;10;520;4.56
245;10;520;4.56
250;10;520;4.53
255;10;520;4.57
5;10;520;1.14
10;10;520;1.55
15;10;520;1.85
20;10;520;2.52
25;10;520;3.28
30;10;520;2.68
35;10;520;2.71
40;10;520;3.15
45;10;520;3.68
50;10;520;4.2
55;10;520;3.04
60;10;520;3.39
65;10;520;3.84
70;10;520;4.37
75;10;520;3.21
80;10;520;3.52
85;10;520;3.9
90;10;520;4.45
95;10;520;4.26
100;10;520;3.59
105;10;520;3.91
110;10;520;4.35
115;10;520;4.45
120;10;520;4.15
125;10;520;3.83
130;10;520;4.16
135;10;520;4.51
140;10;520;4.46
145;10;520;4.17
150;10;520;4.02
155;10;520;4.41
160;10;520;4.52
165;10;520;4.48
170;10;520;4.13
175;10;520;4.22
180;10;520;4.54
185;10;520;4.53
190;10;520;4.5
195;10;520;4.12
200;10;520;4.45
205;10;520;4.55
210;10;520;4.54
215;10;520;4.52
220;10;520;4.26
225;10;520;4.56
230;10;520;4.56
235;10;520;4.55
240;10;520;4.54
245;10;520;4.48
250;10;520;4.57
255;10;520;4.57
5;10;520;1.33
10;10;520;2.05
15;10;520;2.22
20;10;520;3.18
25;10;520;2.18
30;10;520;2.61
35;10;520;3.09
40;10;520;3.7
45;10;520;3.95
50;10;520;3
55;10;520;3.39
60;10;520;3.88
65;10;520;4.31
70;10;520;3.2
75;10;520;3.54
80;10;520;3.95
85;10;520;4.42
90;10;520;3.91
95;10;520;3.63
100;10;520;4
105;10;520;4.47
110;10;520;4.39
115;10;520;3.61
120;10;520;3.89
125;10;520;4.26
130;10;520;4.49
135;10;520;4.41
140;10;520;3.8
145;10;520;4.11
150;10;520;4.52
155;10;520;4.5
160;10;520;4.43
165;10;520;3.98
170;10;520;4.32
175;10;520;4.54
180;10;520;4.52
185;10;520;4.46
190;10;520;4.15
195;10;520;4.55
200;10;520;4.54
205;10;520;4.53
210;10;520;4.48
215;10;520;4.36
220;10;520;4.56
225;10;520;4.55
230;10;520;4.55
235;10;520;4.52
240;10;520;4.56
245;10;520;4.57
250;10;520;4.56
255;10;520;4.57
5;10;520;1.66
10;10;520;2.35
15;10;520;2.99
20;10;520;2.99
25;10;520;2.49
30;10;520;3.04
35;10;520;3.75
40;10;520;2.62
45;10;520;2.99
50;10;520;3.41
55;10;520;3.94
60;10;520;4.16
65;10;520;3.21
70;10;520;3.56
75;10;520;4
80;10;520;4.37
85;10;520;3.34
90;10;520;3.66
95;10;520;4.05
100;10;520;4.45
105;10;520;4.28
110;10;520;3.65
115;10;520;3.96
120;10;520;4.39
125;10;520;4.46
130;10;520;4.29
135;10;520;3.87
140;10;520;4.2
145;10;520;4.51
150;10;520;4.48
155;10;520;4.31
160;10;520;4.06
165;10;520;4.46
170;10;520;4.52
175;10;520;4.49
180;10;520;4.32
185;10;520;4.25
190;10;520;4.55
195;10;520;4.53
200;10;520;4.51
205;10;520;4.33
210;10;520;4.5
215;10;520;4.55
220;10;520;4.55
225;10;520;4.53
230;10;520;4.38
235;10;520;4.56
240;10;520;4.56
245;10;520;4.56
250;10;520;4.56
255;10;520;4.57
5;12.5;520;1.15
10;12.5;520;1.75
15;12.5;520;1.98
20;12.5;520;2.87
25;12.5;520;2.05
30;12.5;520;2.56
35;12.5;520;3.14
40;12.5;520;3.92
45;12.5;520;2.75
50;12.5;520;3.1
55;12.5;520;3.64
60;12.5;520;4.17
65;12.5;520;3.08
70;12.5;520;3.42
75;12.5;520;3.92
80;12.5;520;4.31
85;12.5;520;3.31
90;12.5;520;3.64
95;12.5;520;4.12
100;12.5;520;4.35
105;12.5;520;3.44
110;12.5;520;3.73
115;12.5;520;4.15
120;12.5;520;4.43
125;12.5;520;4.28
130;12.5;520;3.77
135;12.5;520;4.12
140;12.5;520;4.44
145;12.5;520;4.39
150;12.5;520;3.77
155;12.5;520;4.08
160;12.5;520;4.49
165;12.5;520;4.46
170;12.5;520;4.37
175;12.5;520;4.08
180;12.5;520;4.51
185;12.5;520;4.49
190;12.5;520;4.46
195;12.5;520;4.08
200;12.5;520;4.46
205;12.5;520;4.52
210;12.5;520;4.5
215;12.5;520;4.46
220;12.5;520;4.4
225;12.5;520;4.53
230;12.5;520;4.53
235;12.5;520;4.52
240;12.5;520;4.38
245;12.5;520;4.54
250;12.5;520;4.54
255;12.5;520;4.54
5;12.5;520;1.56
10;12.5;520;2.44
15;12.5;520;2.89
20;12.5;520;1.89
25;12.5;520;2.49
30;12.5;520;3.08
35;12.5;520;3.98
40;12.5;520;2.67
45;12.5;520;3.06
50;12.5;520;3.57
55;12.5;520;4.23
60;12.5;520;3.02
65;12.5;520;3.39
70;12.5;520;3.86
75;12.5;520;4.31
80;12.5;520;3.27
85;12.5;520;3.6
90;12.5;520;4.07
95;12.5;520;4.33
100;12.5;520;3.43
105;12.5;520;3.74
110;12.5;520;4.14
115;12.5;520;4.42
120;12.5;520;4.26
125;12.5;520;3.76
130;12.5;520;4.1
135;12.5;520;4.44
140;12.5;520;4.4
145;12.5;520;3.78
150;12.5;520;4.09
155;12.5;520;4.48
160;12.5;520;4.44
165;12.5;520;4.33
170;12.5;520;4.09
175;12.5;520;4.51
180;12.5;520;4.49
185;12.5;520;4.45
190;12.5;520;4.06
195;12.5;520;4.5
200;12.5;520;4.51
205;12.5;520;4.49
210;12.5;520;4.42
215;12.5;520;4.4
220;12.5;520;4.5
225;12.5;520;4.51
230;12.5;520;4.5
235;12.5;520;4.35
240;12.5;520;4.53
245;12.5;520;4.53
250;12.5;520;4.53
255;12.5;520;4.53
5;12.5;520;1.54
10;12.5;520;1.83
15;12.5;520;1.91
20;12.5;520;2.06
25;12.5;520;2.6
30;12.5;520;3.22
35;12.5;520;3.99
40;12.5;520;2.66
45;12.5;520;3.06
50;12.5;520;3.53
55;12.5;520;4.23
60;12.5;520;2.95
65;12.5;520;3.25
70;12.5;520;3.64
75;12.5;520;4.2
80;12.5;520;4.15
85;12.5;520;3.38
90;12.5;520;3.73
95;12.5;520;4.16
100;12.5;520;4.37
105;12.5;520;3.73
110;12.5;520;3.7
115;12.5;520;4.03
120;12.5;520;4.46
125;12.5;520;4.4
130;12.5;520;3.9
135;12.5;520;3.9
140;12.5;520;4.26
145;12.5;520;4.48
150;12.5;520;4.32
155;12.5;520;4.07
160;12.5;520;3.99
165;12.5;520;4.5
170;12.5;520;4.49
175;12.5;520;4.41
180;12.5;520;4.04
185;12.5;520;4.27
190;12.5;520;4.51
195;12.5;520;4.5
200;12.5;520;4.48
205;12.5;520;4.27
210;12.5;520;4.49
215;12.5;520;4.52
220;12.5;520;4.51
225;12.5;520;4.49
230;12.5;520;4.35
235;12.5;520;4.52
240;12.5;520;4.53
245;12.5;520;4.53
250;12.5;520;4.53
255;12.5;520;4.51
5;12.5;520;1.63
10;12.5;520;2.15
15;12.5;520;2.29
20;12.5;520;2.18
25;12.5;520;2.77
30;12.5;520;3.51
35;12.5;520;2.44
40;12.5;520;2.81
45;12.5;520;3.22
50;12.5;520;3.75
55;12.5;520;4.09
60;12.5;520;3.06
65;12.5;520;3.42
70;12.5;520;3.86
75;12.5;520;4.32
80;12.5;520;3.22
85;12.5;520;3.51
90;12.5;520;3.87
95;12.5;520;4.42
100;12.5;520;4.26
105;12.5;520;3.53
110;12.5;520;3.84
115;12.5;520;4.21
120;12.5;520;4.42
125;12.5;520;4.31
130;12.5;520;3.73
135;12.5;520;4.03
140;12.5;520;4.48
145;12.5;520;4.45
150;12.5;520;4.35
155;12.5;520;3.91
160;12.5;520;4.25
165;12.5;520;4.5
170;12.5;520;4.48
175;12.5;520;4.4
180;12.5;520;4.08
185;12.5;520;4.48
190;12.5;520;4.51
195;12.5;520;4.49
200;12.5;520;4.43
205;12.5;520;4.24
210;12.5;520;4.51
215;12.5;520;4.48
220;12.5;520;4.51
225;12.5;520;4.47
230;12.5;520;4.43
235;12.5;520;4.53
240;12.5;520;4.53
245;12.5;520;4.52
250;12.5;520;4.52
255;12.5;520;4.54
5;12.5;520;1.04
10;12.5;520;1.7
15;12.5;520;2.2
20;12.5;520;2.32
25;12.5;520;2.97
30;12.5;520;3.99
35;12.5;520;2.55
40;12.5;520;2.95
45;12.5;520;3.43
50;12.5;520;4.11
55;12.5;520;2.87
60;12.5;520;3.21
65;12.5;520;3.59
70;12.5;520;4.12
75;12.5;520;4.2
80;12.5;520;3.33
85;12.5;520;3.66
90;12.5;520;4.1
95;12.5;520;4.37
100;12.5;520;3.4
105;12.5;520;3.68
110;12.5;520;4.01
115;12.5;520;4.44
120;12.5;520;4.37
125;12.5;520;3.6
130;12.5;520;3.87
135;12.5;520;4.24
140;12.5;520;4.46
145;12.5;520;4.41
150;12.5;520;3.88
155;12.5;520;4.06
160;12.5;520;4.5
165;12.5;520;4.48
170;12.5;520;4.44
175;12.5;520;3.96
180;12.5;520;4.25
185;12.5;520;4.51
190;12.5;520;4.49
195;12.5;520;4.46
200;12.5;520;4.18
205;12.5;520;4.43
210;12.5;520;4.52
215;12.5;520;4.49
220;12.5;520;4.49
225;12.5;520;4.29
230;12.5;520;4.53
235;12.5;520;4.53
240;12.5;520;4.53
245;12.5;520;4.52
250;12.5;520;4.46
255;12.5;520;4.54
5;15;520;1.42
10;15;520;1.76
15;15;520;1.98
20;15;520;2.91
25;15;520;2.09
30;15;520;2.58
35;15;520;3.15
40;15;520;4.06
45;15;520;2.77
50;15;520;3.2
55;15;520;3.73
60;15;520;4.18
65;15;520;3.13
70;15;520;3.51
75;15;520;4.02
80;15;520;4.25
85;15;520;3.36
90;15;520;3.73
95;15;520;4.27
100;15;520;4.31
105;15;520;3.5
110;15;520;3.84
115;15;520;4.31
120;15;520;4.41
125;15;520;4.04
130;15;520;3.87
135;15;520;4.28
140;15;520;4.45
145;15;520;4.35
150;15;520;3.89
155;15;520;4.26
160;15;520;4.48
165;15;520;4.44
170;15;520;3.97
175;15;520;4.24
180;15;520;4.5
185;15;520;4.48
190;15;520;4.4
195;15;520;4.24
200;15;520;4.52
205;15;520;4.5
210;15;520;4.48
215;15;520;4.21
220;15;520;4.53
225;15;520;4.52
230;15;520;4.51
235;15;520;4.47
240;15;520;4.53
245;15;520;4.53
250;15;520;4.53
255;15;520;4.53
5;15;520;1.52
10;15;520;1.8
15;15;520;2.11
20;15;520;2.09
25;15;520;2.69
30;15;520;3.47
35;15;520;2.43
40;15;520;2.84
45;15;520;3.33
50;15;520;4.03
55;15;520;2.86
60;15;520;3.23
65;15;520;3.68
70;15;520;4.34
75;15;520;3.13
80;15;520;3.48
85;15;520;3.91
90;15;520;4.37
95;15;520;3.34
100;15;520;3.68
105;15;520;4.09
110;15;520;4.41
115;15;520;4.22
120;15;520;3.72
125;15;520;4.09
130;15;520;4.45
135;15;520;4.37
140;15;520;3.75
145;15;520;4.09
150;15;520;4.48
155;15;520;4.44
160;15;520;4.25
165;15;520;4.09
170;15;520;4.5
175;15;520;4.48
180;15;520;4.42
185;15;520;4.09
190;15;520;4.51
195;15;520;4.5
200;15;520;4.48
205;15;520;4.3
210;15;520;4.52
215;15;520;4.52
220;15;520;4.51
225;15;520;4.48
230;15;520;4.44
235;15;520;4.53
240;15;520;4.53
245;15;520;4.52
250;15;520;4.49
255;15;520;4.54
5;15;520;1.07
10;15;520;1.66
15;15;520;1.78
20;15;520;2.46
25;15;520;3.27
30;15;520;2.26
35;15;520;2.66
40;15;520;3.1
45;15;520;3.66
50;15;520;4.06
55;15;520;2.99
60;15;520;3.36
65;15;520;3.83
70;15;520;4.3
75;15;520;3.17
80;15;520;3.49
85;15;520;3.9
90;15;520;4.39
95;15;520;4.11
100;15;520;3.57
105;15;520;3.9
110;15;520;4.38
115;15;520;4.39
120;15;520;3.93
125;15;520;3.81
130;15;520;4.15
135;15;520;4.46
140;15;520;4.41
145;15;520;3.93
150;15;520;4.01
155;15;520;4.43
160;15;520;4.47
165;15;520;4.43
170;15;520;3.91
175;15;520;4.23
180;15;520;4.5
185;15;520;4.49
190;15;520;4.45
195;15;520;4.08
200;15;520;4.49
205;15;520;4.51
210;15;520;4.5
215;15;520;4.47
220;15;520;4.28
225;15;520;4.53
230;15;520;4.52
235;15;520;4.52
240;15;520;4.5
245;15;520;4.53
250;15;520;4.53
255;15;520;4.53
5;15;520;1.28
10;15;520;2.77
15;15;520;2.17
20;15;520;3.2
25;15;520;2.13
30;15;520;2.57
35;15;520;3.05
40;15;520;3.7
45;15;520;3.54
50;15;520;2.96
55;15;520;3.36
60;15;520;3.87
65;15;520;4.2
70;15;520;3.17
75;15;520;3.51
80;15;520;3.94
85;15;520;4.35
90;15;520;3.29
95;15;520;3.6
100;15;520;3.99
105;15;520;4.43
110;15;520;4.32
115;15;520;3.57
120;15;520;3.87
125;15;520;4.26
130;15;520;4.44
135;15;520;4.35
140;15;520;3.78
145;15;520;4.1
150;15;520;4.48
155;15;520;4.45
160;15;520;4.36
165;15;520;3.98
170;15;520;4.34
175;15;520;4.49
180;15;520;4.47
185;15;520;4.38
190;15;520;4.16
195;15;520;4.51
200;15;520;4.51
205;15;520;4.49
210;15;520;4.41
215;15;520;4.4
220;15;520;4.52
225;15;520;4.52
230;15;520;4.51
235;15;520;4.46
240;15;520;4.53
245;15;520;4.53
250;15;520;4.53
255;15;520;4.53
5;15;520;1.61
10;15;520;2.55
15;15;520;3.01
20;15;520;1.94
25;15;520;2.44
30;15;520;3.01
35;15;520;3.79
40;15;520;2.57
45;15;520;2.95
50;15;520;3.38
55;15;520;3.95
60;15;520;3.95
65;15;520;3.18
70;15;520;3.54
75;15;520;4.03
80;15;520;4.28
85;15;520;3.31
90;15;520;3.64
95;15;520;4.06
100;15;520;4.39
105;15;520;4.13
110;15;520;3.64
115;15;520;3.96
120;15;520;4.46
125;15;520;4.41
130;15;520;4.12
135;15;520;3.86
140;15;520;4.21
145;15;520;4.47
150;15;520;4.42
155;15;520;4.15
160;15;520;4.05
165;15;520;4.5
170;15;520;4.48
175;15;520;4.44
180;15;520;4.08
185;15;520;4.29
190;15;520;4.51
195;15;520;4.49
200;15;520;4.46
205;15;520;4.13
210;15;520;4.52
215;15;520;4.52
220;15;520;4.51
225;15;520;4.49
230;15;520;4.31
235;15;520;4.53
240;15;520;4.53
245;15;520;4.53
250;15;520;4.52
255;15;520;4.54
